Rank,Movie,Worldwide Revenue,Domestic Revenue,Domestic Share,Foreign Revenue,Foreign Share,Year,Genres,Rating,Vote_Count,Original_Language,Production_Countries,Performance,Rating_Category,Vote_Category
54,Bedazzled,90383208,37886980,41.9,52496228,58.1,2000,Comedy,6.1,1895,en,Germany,Hit,Good,Low
54,Bedazzled,90383208,37886980,41.9,52496228,58.1,2000,Comedy,6.1,1895,en,USA,Hit,Good,Low
54,Bedazzled,90383208,37886980,41.9,52496228,58.1,2000,Romance,6.1,1895,en,Germany,Hit,Good,Low
54,Bedazzled,90383208,37886980,41.9,52496228,58.1,2000,Romance,6.1,1895,en,USA,Hit,Good,Low
55,Snatch,83557872,30328156,36.3,53229716,63.7,2000,Crime,7.8,9059,en,UK,Hit,Good,Moderate
55,Snatch,83557872,30328156,36.3,53229716,63.7,2000,Comedy,7.8,9059,en,UK,Hit,Good,Moderate
56,Men of Honor,82343495,48818921,59.3,33524574,40.7,2000,Drama,7.5,2287,en,USA,Hit,Good,Low
57,Finding Forrester,80049764,51804714,64.7,28245050,35.3,2000,Drama,7.1,1087,en,USA,Hit,Good,Low
57,Finding Forrester,80049764,51804714,64.7,28245050,35.3,2000,History,7.1,1087,en,USA,Hit,Good,Low
58,The Road to El Dorado,76432727,50863742,66.5,25568985,33.5,2000,Family,7.3,3740,en,USA,Hit,Good,Low
58,The Road to El Dorado,76432727,50863742,66.5,25568985,33.5,2000,Adventure,7.3,3740,en,USA,Hit,Good,Low
58,The Road to El Dorado,76432727,50863742,66.5,25568985,33.5,2000,Animation,7.3,3740,en,USA,Hit,Good,Low
58,The Road to El Dorado,76432727,50863742,66.5,25568985,33.5,2000,Comedy,7.3,3740,en,USA,Hit,Good,Low
58,The Road to El Dorado,76432727,50863742,66.5,25568985,33.5,2000,Fantasy,7.3,3740,en,USA,Hit,Good,Low
59,"Dude, Where's My Car?",73180723,46729800,63.9,26450923,36.1,2000,Comedy,5.5,1867,en,USA,Hit,Average,Low
59,"Dude, Where's My Car?",73180723,46729800,63.9,26450923,36.1,2000,Romance,5.5,1867,en,USA,Hit,Average,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Adventure,7.3,4149,en,France,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Adventure,7.3,4149,en,UK,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Adventure,7.3,4149,en,USA,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Comedy,7.3,4149,en,France,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Comedy,7.3,4149,en,UK,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Comedy,7.3,4149,en,USA,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Crime,7.3,4149,en,France,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Crime,7.3,4149,en,UK,Hit,Good,Low
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,Crime,7.3,4149,en,USA,Hit,Good,Low
61,Rules of Engagement,71732303,61335230,85.5,10397073,14.5,2000,War,6.2,699,en,USA,Hit,Good,Low
61,Rules of Engagement,71732303,61335230,85.5,10397073,14.5,2000,Drama,6.2,699,en,USA,Hit,Good,Low
62,Frequency,68106245,45010278,66.1,23095967,33.9,2000,Science Fiction,7.2,1784,en,USA,Hit,Good,Low
62,Frequency,68106245,45010278,66.1,23095967,33.9,2000,Thriller,7.2,1784,en,USA,Hit,Good,Low
63,Thirteen Days,66579890,34592089,52.0,31987801,48.0,2000,History,7.0,745,en,USA,Hit,Good,Low
63,Thirteen Days,66579890,34592089,52.0,31987801,48.0,2000,Thriller,7.0,745,en,USA,Hit,Good,Low
64,Proof of Life,62761005,32598931,51.9,30162074,48.1,2000,Thriller,6.2,788,en,USA,Hit,Good,Low
64,Proof of Life,62761005,32598931,51.9,30162074,48.1,2000,Action,6.2,788,en,USA,Hit,Good,Low
64,Proof of Life,62761005,32598931,51.9,30162074,48.1,2000,Drama,6.2,788,en,USA,Hit,Good,Low
65,Snow Day,62464731,60020107,96.1,2444624,3.9,2000,Comedy,5.1,207,en,Germany,Hit,Average,Low
65,Snow Day,62464731,60020107,96.1,2444624,3.9,2000,Comedy,5.1,207,en,USA,Hit,Average,Low
65,Snow Day,62464731,60020107,96.1,2444624,3.9,2000,Family,5.1,207,en,Germany,Hit,Average,Low
65,Snow Day,62464731,60020107,96.1,2444624,3.9,2000,Family,5.1,207,en,USA,Hit,Average,Low
65,Snow Day,62464731,60020107,96.1,2444624,3.9,2000,Adventure,5.1,207,en,Germany,Hit,Average,Low
65,Snow Day,62464731,60020107,96.1,2444624,3.9,2000,Adventure,5.1,207,en,USA,Hit,Average,Low
66,28 Days,62198945,37170488,59.8,25028457,40.2,2000,Comedy,6.1,985,en,USA,Hit,Good,Low
66,28 Days,62198945,37170488,59.8,25028457,40.2,2000,Drama,6.1,985,en,USA,Hit,Good,Low
67,Taxi 2,60726164,626164,1.0,60100000,99.0,2000,Action,6.3,1724,fr,France,Hit,Good,Low
67,Taxi 2,60726164,626164,1.0,60100000,99.0,2000,Comedy,6.3,1724,fr,France,Hit,Good,Low
68,Keeping the Faith,59945183,37047880,61.8,22897303,38.2,2000,Comedy,6.1,611,en,USA,Hit,Good,Low
68,Keeping the Faith,59945183,37047880,61.8,22897303,38.2,2000,Romance,6.1,611,en,USA,Hit,Good,Low
69,Next Friday,59827328,57328603,95.8,2498725,4.2,2000,Comedy,6.4,569,en,USA,Hit,Good,Low
70,The Flintstones in Viva Rock Vegas,59468275,35268275,59.3,24200000,40.7,2000,Comedy,4.8,750,en,USA,Hit,Average,Low
70,The Flintstones in Viva Rock Vegas,59468275,35268275,59.3,24200000,40.7,2000,Family,4.8,750,en,USA,Hit,Average,Low
70,The Flintstones in Viva Rock Vegas,59468275,35268275,59.3,24200000,40.7,2000,Romance,4.8,750,en,USA,Hit,Average,Low
71,Little Nicky,58292295,39464775,67.7,18827520,32.3,2000,Comedy,5.9,1812,en,USA,Hit,Average,Low
71,Little Nicky,58292295,39464775,67.7,18827520,32.3,2000,Fantasy,5.9,1812,en,USA,Hit,Average,Low
72,Pay It Forward,55707411,33519628,60.2,22187783,39.8,2000,Drama,7.3,1810,en,USA,Hit,Good,Low
73,Bounce,53425292,36805288,68.9,16620004,31.1,2000,Drama,5.8,386,en,USA,Hit,Average,Low
73,Bounce,53425292,36805288,68.9,16620004,31.1,2000,Romance,5.8,386,en,USA,Hit,Average,Low
74,Pitch Black,53187659,39240659,73.8,13947000,26.2,2000,Thriller,6.8,4401,en,USA,Hit,Good,Low
74,Pitch Black,53187659,39240659,73.8,13947000,26.2,2000,Science Fiction,6.8,4401,en,USA,Hit,Good,Low
74,Pitch Black,53187659,39240659,73.8,13947000,26.2,2000,Action,6.8,4401,en,USA,Hit,Good,Low
75,Hanging Up,51880044,36050230,69.5,15829814,30.5,2000,Drama,5.2,170,en,USA,Hit,Average,Low
75,Hanging Up,51880044,36050230,69.5,15829814,30.5,2000,Comedy,5.2,170,en,USA,Hit,Average,Low
76,The Skulls,50802120,35046120,69.0,15756000,31.0,2000,Crime,5.8,545,en,USA,Hit,Average,Low
76,The Skulls,50802120,35046120,69.0,15756000,31.0,2000,Drama,5.8,545,en,USA,Hit,Average,Low
76,The Skulls,50802120,35046120,69.0,15756000,31.0,2000,Thriller,5.8,545,en,USA,Hit,Average,Low
77,The Replacements,50054511,44737059,89.4,5317452,10.6,2000,Comedy,6.6,957,en,USA,Hit,Good,Low
78,Book of Shadows: Blair Witch 2,47737094,26437094,55.4,21300000,44.6,2000,Mystery,4.3,828,en,USA,Average,Average,Low
78,Book of Shadows: Blair Witch 2,47737094,26437094,55.4,21300000,44.6,2000,Thriller,4.3,828,en,USA,Average,Average,Low
78,Book of Shadows: Blair Witch 2,47737094,26437094,55.4,21300000,44.6,2000,Horror,4.3,828,en,USA,Average,Average,Low
79,Almost Famous,47383689,32534850,68.7,14848839,31.3,2000,Drama,7.5,2747,en,USA,Average,Good,Low
79,Almost Famous,47383689,32534850,68.7,14848839,31.3,2000,Music,7.5,2747,en,USA,Average,Good,Low
80,The Watcher,47267829,28946615,61.2,18321214,38.8,2000,Mystery,5.1,494,en,USA,Average,Average,Low
80,The Watcher,47267829,28946615,61.2,18321214,38.8,2000,Thriller,5.1,494,en,USA,Average,Average,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Drama,7.1,1976,en,UK,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Drama,7.1,1976,en,USA,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Comedy,7.1,1976,en,UK,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Comedy,7.1,1976,en,USA,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Romance,7.1,1976,en,UK,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Romance,7.1,1976,en,USA,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Music,7.1,1976,en,UK,Average,Good,Low
81,High Fidelity,47126295,27287137,57.9,19839158,42.1,2000,Music,7.1,1976,en,USA,Average,Good,Low
82,Dracula 2000,47053625,33022767,70.2,14030858,29.8,2000,Thriller,5.3,672,en,USA,Average,Average,Low
82,Dracula 2000,47053625,33022767,70.2,14030858,29.8,2000,Horror,5.3,672,en,USA,Average,Average,Low
82,Dracula 2000,47053625,33022767,70.2,14030858,29.8,2000,Action,5.3,672,en,USA,Average,Average,Low
82,Dracula 2000,47053625,33022767,70.2,14030858,29.8,2000,Fantasy,5.3,672,en,USA,Average,Average,Low
83,The Gift,44567606,12008642,26.9,32558964,73.1,2000,Horror,6.5,1217,en,USA,Average,Good,Low
83,The Gift,44567606,12008642,26.9,32558964,73.1,2000,Drama,6.5,1217,en,USA,Average,Good,Low
83,The Gift,44567606,12008642,26.9,32558964,73.1,2000,Thriller,6.5,1217,en,USA,Average,Good,Low
83,The Gift,44567606,12008642,26.9,32558964,73.1,2000,Mystery,6.5,1217,en,USA,Average,Good,Low
84,Where the Heart Is,40863718,33772838,82.6,7090880,17.4,2000,Comedy,7.1,688,en,USA,Average,Good,Low
84,Where the Heart Is,40863718,33772838,82.6,7090880,17.4,2000,Drama,7.1,688,en,USA,Average,Good,Low
84,Where the Heart Is,40863718,33772838,82.6,7090880,17.4,2000,Romance,7.1,688,en,USA,Average,Good,Low
85,Bless the Child,40443010,29381494,72.6,11061516,27.4,2000,Drama,5.3,277,en,USA,Average,Average,Low
85,Bless the Child,40443010,29381494,72.6,11061516,27.4,2000,Horror,5.3,277,en,USA,Average,Average,Low
85,Bless the Child,40443010,29381494,72.6,11061516,27.4,2000,Thriller,5.3,277,en,USA,Average,Average,Low
85,Bless the Child,40443010,29381494,72.6,11061516,27.4,2000,Crime,5.3,277,en,USA,Average,Average,Low
86,The Art of War,40400425,30208599,74.8,10191826,25.2,2000,Crime,5.7,485,en,USA,Average,Average,Low
86,The Art of War,40400425,30208599,74.8,10191826,25.2,2000,Action,5.7,485,en,USA,Average,Average,Low
86,The Art of War,40400425,30208599,74.8,10191826,25.2,2000,Adventure,5.7,485,en,USA,Average,Average,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Denmark,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Finland,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,France,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Germany,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Iceland,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Netherlands,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Norway,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Drama,7.9,1792,en,Sweden,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Denmark,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Finland,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,France,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Germany,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Iceland,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Netherlands,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Norway,Average,Good,Low
87,Dancer in the Dark,40031879,4184036,10.5,35847843,89.5,2000,Crime,7.9,1792,en,Sweden,Average,Good,Low
88,The Legend of Bagger Vance,39459427,30919168,78.4,8540259,21.6,2000,Drama,6.6,897,en,Switzerland,Average,Good,Low
88,The Legend of Bagger Vance,39459427,30919168,78.4,8540259,21.6,2000,Drama,6.6,897,en,UK,Average,Good,Low
88,The Legend of Bagger Vance,39459427,30919168,78.4,8540259,21.6,2000,Drama,6.6,897,en,USA,Average,Good,Low
88,The Legend of Bagger Vance,39459427,30919168,78.4,8540259,21.6,2000,Fantasy,6.6,897,en,Switzerland,Average,Good,Low
88,The Legend of Bagger Vance,39459427,30919168,78.4,8540259,21.6,2000,Fantasy,6.6,897,en,UK,Average,Good,Low
88,The Legend of Bagger Vance,39459427,30919168,78.4,8540259,21.6,2000,Fantasy,6.6,897,en,USA,Average,Good,Low
89,Urban Legends: Final Cut,38574362,21468807,55.7,17105555,44.3,2000,Horror,4.9,470,en,Canada,Average,Average,Low
89,Urban Legends: Final Cut,38574362,21468807,55.7,17105555,44.3,2000,Horror,4.9,470,en,USA,Average,Average,Low
89,Urban Legends: Final Cut,38574362,21468807,55.7,17105555,44.3,2000,Mystery,4.9,470,en,Canada,Average,Average,Low
89,Urban Legends: Final Cut,38574362,21468807,55.7,17105555,44.3,2000,Mystery,4.9,470,en,USA,Average,Average,Low
89,Urban Legends: Final Cut,38574362,21468807,55.7,17105555,44.3,2000,Thriller,4.9,470,en,Canada,Average,Average,Low
89,Urban Legends: Final Cut,38574362,21468807,55.7,17105555,44.3,2000,Thriller,4.9,470,en,USA,Average,Average,Low
90,The Original Kings of Comedy,38182790,38182790,100.0,0,0.0,2000,Comedy,6.1,55,en,USA,Average,Good,Low
90,The Original Kings of Comedy,38182790,38182790,100.0,0,0.0,2000,Documentary,6.1,55,en,USA,Average,Good,Low
91,Titan A.E.,36754634,22753426,61.9,14001208,38.1,2000,Animation,6.6,1085,en,USA,Average,Good,Low
91,Titan A.E.,36754634,22753426,61.9,14001208,38.1,2000,Action,6.6,1085,en,USA,Average,Good,Low
91,Titan A.E.,36754634,22753426,61.9,14001208,38.1,2000,Science Fiction,6.6,1085,en,USA,Average,Good,Low
91,Titan A.E.,36754634,22753426,61.9,14001208,38.1,2000,Family,6.6,1085,en,USA,Average,Good,Low
91,Titan A.E.,36754634,22753426,61.9,14001208,38.1,2000,Adventure,6.6,1085,en,USA,Average,Good,Low
92,Return to Me,36609995,32722798,89.4,3887197,10.6,2000,Romance,6.6,437,en,USA,Average,Good,Low
92,Return to Me,36609995,32722798,89.4,3887197,10.6,2000,Comedy,6.6,437,en,USA,Average,Good,Low
93,My Dog Skip,35547761,34134641,96.0,1413120,4.0,2000,Comedy,6.7,272,en,USA,Average,Good,Low
93,My Dog Skip,35547761,34134641,96.0,1413120,4.0,2000,Drama,6.7,272,en,USA,Average,Good,Low
93,My Dog Skip,35547761,34134641,96.0,1413120,4.0,2000,Family,6.7,272,en,USA,Average,Good,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Family,4.1,360,en,Germany,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Family,4.1,360,en,USA,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Adventure,4.1,360,en,Germany,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Adventure,4.1,360,en,USA,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Animation,4.1,360,en,Germany,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Animation,4.1,360,en,USA,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Comedy,4.1,360,en,Germany,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Comedy,4.1,360,en,USA,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Fantasy,4.1,360,en,Germany,Average,Average,Low
94,The Adventures of Rocky & Bullwinkle,35134820,26005820,74.0,9129000,26.0,2000,Fantasy,4.1,360,en,USA,Average,Average,Low
95,American Psycho,34266564,15070285,44.0,19196279,56.0,2000,Thriller,7.4,11064,en,Canada,Average,Good,Popular
95,American Psycho,34266564,15070285,44.0,19196279,56.0,2000,Thriller,7.4,11064,en,USA,Average,Good,Popular
95,American Psycho,34266564,15070285,44.0,19196279,56.0,2000,Drama,7.4,11064,en,Canada,Average,Good,Popular
95,American Psycho,34266564,15070285,44.0,19196279,56.0,2000,Drama,7.4,11064,en,USA,Average,Good,Popular
95,American Psycho,34266564,15070285,44.0,19196279,56.0,2000,Crime,7.4,11064,en,Canada,Average,Good,Popular
95,American Psycho,34266564,15070285,44.0,19196279,56.0,2000,Crime,7.4,11064,en,USA,Average,Good,Popular
96,Dungeons & Dragons,33978694,15391970,45.3,18586724,54.7,2000,Drama,4.4,620,en,Czech Republic,Average,Average,Low
96,Dungeons & Dragons,33978694,15391970,45.3,18586724,54.7,2000,Drama,4.4,620,en,USA,Average,Average,Low
96,Dungeons & Dragons,33978694,15391970,45.3,18586724,54.7,2000,Adventure,4.4,620,en,Czech Republic,Average,Average,Low
96,Dungeons & Dragons,33978694,15391970,45.3,18586724,54.7,2000,Adventure,4.4,620,en,USA,Average,Average,Low
96,Dungeons & Dragons,33978694,15391970,45.3,18586724,54.7,2000,Fantasy,4.4,620,en,Czech Republic,Average,Average,Low
96,Dungeons & Dragons,33978694,15391970,45.3,18586724,54.7,2000,Fantasy,4.4,620,en,USA,Average,Average,Low
97,Red Planet,33463969,17480890,52.2,15983079,47.8,2000,Thriller,5.7,1028,en,Australia,Average,Average,Low
97,Red Planet,33463969,17480890,52.2,15983079,47.8,2000,Thriller,5.7,1028,en,USA,Average,Average,Low
97,Red Planet,33463969,17480890,52.2,15983079,47.8,2000,Action,5.7,1028,en,Australia,Average,Average,Low
97,Red Planet,33463969,17480890,52.2,15983079,47.8,2000,Action,5.7,1028,en,USA,Average,Average,Low
97,Red Planet,33463969,17480890,52.2,15983079,47.8,2000,Science Fiction,5.7,1028,en,Australia,Average,Average,Low
97,Red Planet,33463969,17480890,52.2,15983079,47.8,2000,Science Fiction,5.7,1028,en,USA,Average,Average,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Comedy,6.8,594,en,Germany,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Comedy,6.8,594,en,Japan,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Comedy,6.8,594,en,UK,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Comedy,6.8,594,en,USA,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Drama,6.8,594,en,Germany,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Drama,6.8,594,en,Japan,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Drama,6.8,594,en,UK,Average,Good,Low
98,Wonder Boys,33426588,19393557,58.0,14033031,42.0,2000,Drama,6.8,594,en,USA,Average,Good,Low
99,Reindeer Games,32168970,23368995,72.6,8799975,27.4,2000,Thriller,5.7,653,en,USA,Average,Average,Low
99,Reindeer Games,32168970,23368995,72.6,8799975,27.4,2000,Action,5.7,653,en,USA,Average,Average,Low
99,Reindeer Games,32168970,23368995,72.6,8799975,27.4,2000,Crime,5.7,653,en,USA,Average,Average,Low
100,Lost Souls,31355910,16815253,53.6,14540657,46.4,2000,Horror,5.0,184,en,USA,Average,Average,Low
100,Lost Souls,31355910,16815253,53.6,14540657,46.4,2000,Thriller,5.0,184,en,USA,Average,Average,Low
100,Lost Souls,31355910,16815253,53.6,14540657,46.4,2000,Drama,5.0,184,en,USA,Average,Average,Low
101,Small Time Crooks,29934477,17266359,57.7,12668118,42.3,2000,Comedy,6.4,687,en,USA,Average,Good,Low
101,Small Time Crooks,29934477,17266359,57.7,12668118,42.3,2000,Crime,6.4,687,en,USA,Average,Good,Low
102,Battlefield Earth,29725663,21471685,72.2,8253978,27.8,2000,Science Fiction,3.3,850,en,Canada,Average,Poor,Low
102,Battlefield Earth,29725663,21471685,72.2,8253978,27.8,2000,Science Fiction,3.3,850,en,USA,Average,Poor,Low
102,Battlefield Earth,29725663,21471685,72.2,8253978,27.8,2000,Action,3.3,850,en,Canada,Average,Poor,Low
102,Battlefield Earth,29725663,21471685,72.2,8253978,27.8,2000,Action,3.3,850,en,USA,Average,Poor,Low
102,Battlefield Earth,29725663,21471685,72.2,8253978,27.8,2000,Adventure,3.3,850,en,Canada,Average,Poor,Low
102,Battlefield Earth,29725663,21471685,72.2,8253978,27.8,2000,Adventure,3.3,850,en,USA,Average,Poor,Low
103,Nurse Betty,29360400,25170054,85.7,4190346,14.3,2000,Comedy,6.0,392,en,Germany,Average,Average,Low
103,Nurse Betty,29360400,25170054,85.7,4190346,14.3,2000,Comedy,6.0,392,en,USA,Average,Average,Low
103,Nurse Betty,29360400,25170054,85.7,4190346,14.3,2000,Crime,6.0,392,en,Germany,Average,Average,Low
103,Nurse Betty,29360400,25170054,85.7,4190346,14.3,2000,Crime,6.0,392,en,USA,Average,Average,Low
103,Nurse Betty,29360400,25170054,85.7,4190346,14.3,2000,Thriller,6.0,392,en,Germany,Average,Average,Low
103,Nurse Betty,29360400,25170054,85.7,4190346,14.3,2000,Thriller,6.0,392,en,USA,Average,Average,Low
104,Boiler Room,28780255,16970581,59.0,11809674,41.0,2000,Crime,6.7,654,en,USA,Average,Good,Low
104,Boiler Room,28780255,16970581,59.0,11809674,41.0,2000,Drama,6.7,654,en,USA,Average,Good,Low
104,Boiler Room,28780255,16970581,59.0,11809674,41.0,2000,Thriller,6.7,654,en,USA,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Family,6.9,427,en,Germany,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Family,6.9,427,en,Netherlands,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Family,6.9,427,en,USA,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Adventure,6.9,427,en,Germany,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Adventure,6.9,427,en,Netherlands,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Adventure,6.9,427,en,USA,Average,Good,Low
105,The Little Vampire,27965865,13572400,48.5,14393465,51.5,2000,Comedy,6.9,427,en,Germany,Average,Good,Low
